"Time (s) Run #1";"Current (A) Run #1";"Temperature (°C) Run #1";"ΔT (°C) Run #1";"ΔE₁ (J) Run #1";"ΔE (J) Run #1"
54,000;0,262;24,10;0,09;0,07;54,39
54,100;0,507;24,07;0,06;0,26;54,64
54,200;0,301;24,09;0,08;0,09;54,73
54,300;0,282;24,07;0,06;0,08;54,81
54,400;0,240;24,09;0,08;0,06;54,87
54,500;0,451;24,09;0,08;0,20;55,08
54,600;0,484;24,10;0,09;0,23;55,31
54,700;0,318;24,10;0,09;0,10;55,41
54,800;0,194;24,10;0,09;0,04;55,45
54,900;0,238;24,07;0,06;0,06;55,51
55,000;0,515;24,10;0,09;0,27;55,77
55,100;0,332;24,07;0,06;0,11;55,88
55,200;0,296;24,10;0,09;0,09;55,97
55,300;0,223;24,07;0,06;0,05;56,02
55,400;0,410;24,10;0,09;0,17;56,19
55,500;0,493;24,07;0,06;0,24;56,43
55,600;0,328;24,10;0,09;0,11;56,54
55,700;0,210;24,09;0,08;0,04;56,58
55,800;0,269;24,09;0,08;0,07;56,65
55,900;0,546;24,10;0,09;0,30;56,95
56,000;0,268;24,07;0,06;0,07;57,02
56,100;0,277;24,10;0,09;0,08;57,10
56,200;0,267;24,07;0,06;0,07;57,17
56,300;0,473;24,10;0,09;0,22;57,39
56,400;0,436;24,10;0,09;0,19;57,58
56,500;0,320;24,07;0,06;0,10;57,69
56,600;0,220;24,07;0,06;0,05;57,74
56,700;0,271;24,07;0,06;0,07;57,81
56,800;0,549;24,11;0,10;0,30;58,11
56,900;0,289;24,09;0,08;0,08;58,19
57,000;0,260;24,10;0,09;0,07;58,26
57,100;0,253;24,09;0,08;0,06;58,33
57,200;0,487;24,10;0,09;0,24;58,56
57,300;0,372;24,09;0,08;0,14;58,70
57,400;0,343;24,11;0,10;0,12;58,82
57,500;0,186;24,10;0,09;0,03;58,85
57,600;0,346;24,11;0,10;0,12;58,97
57,700;0,523;24,09;0,08;0,27;59,25
57,800;0,219;24,07;0,06;0,05;59,29
57,900;0,305;24,07;0,06;0,09;59,39
58,000;0,310;24,10;0,09;0,10;59,48
58,100;0,530;24,10;0,09;0,28;59,76
58,200;0,326;24,10;0,09;0,11;59,87
58,300;0,283;24,10;0,09;0,08;59,95
58,400;0,281;24,09;0,08;0,08;60,03
58,500;0,458;24,09;0,08;0,21;60,24
58,600;0,441;24,10;0,09;0,19;60,43
58,700;0,288;24,10;0,09;0,08;60,52
58,800;0,226;24,07;0,06;0,05;60,57
58,900;0,392;24,11;0,10;0,15;60,72
59,000;0,497;24,10;0,09;0,25;60,97
59,100;0,291;24,09;0,08;0,08;61,05
59,200;0,276;24,10;0,09;0,08;61,13
59,300;0,342;24,09;0,08;0,12;61,24
59,400;0,488;24,10;0,09;0,24;61,48
59,500;0,298;24,07;0,06;0,09;61,57
59,600;0,288;24,10;0,09;0,08;61,65
59,700;0,220;24,12;0,11;0,05;61,70
59,800;0,411;24,10;0,09;0,17;61,87
59,900;0,465;24,10;0,09;0,22;62,09
60,000;0,299;24,10;0,09;0,09;62,18
60,100;0,252;24,10;0,09;0,06;62,24
60,200;0,319;24,10;0,09;0,10;62,34
60,300;0,504;24,10;0,09;0,25;62,60
60,400;0,308;24,09;0,08;0,10;62,69
60,500;0,320;24,10;0,09;0,10;62,79
60,600;0,247;24,11;0,10;0,06;62,86
60,700;0,489;24,10;0,09;0,24;63,09
60,800;0,382;24,10;0,09;0,15;63,24
60,900;0,373;24,10;0,09;0,14;63,38
61,000;0,234;24,09;0,08;0,05;63,43
61,100;0,406;24,10;0,09;0,17;63,60
61,200;0,441;24,12;0,11;0,19;63,79
61,300;0,379;24,11;0,10;0,14;63,94
61,400;0,244;24,10;0,09;0,06;64,00
61,500;0,364;24,09;0,08;0,13;64,13
61,600;0,502;24,09;0,08;0,25;64,38
61,700;0,358;24,10;0,09;0,13;64,51
61,800;0,275;24,10;0,09;0,08;64,59
61,900;0,330;24,11;0,10;0,11;64,69
62,000;0,499;24,12;0,11;0,25;64,94
62,100;0,321;24,10;0,09;0,10;65,05
62,200;0,281;24,10;0,09;0,08;65,13
62,300;0,214;24,11;0,10;0,05;65,17
62,400;0,526;24,10;0,09;0,28;65,45
62,500;0,322;24,09;0,08;0,10;65,55
62,600;0,394;24,11;0,10;0,15;65,71
62,700;0,237;24,10;0,09;0,06;65,76
62,800;0,443;24,10;0,09;0,20;65,96
62,900;0,443;24,10;0,09;0,20;66,15
63,000;0,363;24,10;0,09;0,13;66,29
63,100;0,286;24,09;0,08;0,08;66,37
63,200;0,376;24,11;0,10;0,14;66,51
63,300;0,489;24,10;0,09;0,24;66,75
63,400;0,389;24,10;0,09;0,15;66,90
63,500;0,285;24,09;0,08;0,08;66,98
63,600;0,378;24,10;0,09;0,14;67,12
63,700;0,510;24,10;0,09;0,26;67,38
63,800;0,370;24,10;0,09;0,14;67,52
63,900;0,274;24,09;0,08;0,08;67,60
64,000;0,440;24,11;0,10;0,19;67,79
64,100;0,476;24,11;0,10;0,23;68,02
64,200;0,354;24,10;0,09;0,13;68,14
64,300;0,289;24,11;0,10;0,08;68,23
64,400;0,372;24,11;0,10;0,14;68,36
64,500;0,485;24,09;0,08;0,24;68,60
64,600;0,369;24,09;0,08;0,14;68,74
64,700;0,255;24,10;0,09;0,07;68,80
64,800;0,285;24,12;0,11;0,08;68,88
64,900;0,503;24,10;0,09;0,25;69,14
65,000;0,365;24,09;0,08;0,13;69,27
65,100;0,243;24,12;0,11;0,06;69,33
65,200;0,318;24,11;0,10;0,10;69,43
65,300;0,520;24,11;0,10;0,27;69,70
65,400;0,362;24,10;0,09;0,13;69,83
65,500;0,291;24,10;0,09;0,08;69,92
65,600;0,282;24,12;0,11;0,08;69,99
65,700;0,464;24,11;0,10;0,22;70,21
65,800;0,427;24,10;0,09;0,18;70,39
65,900;0,309;24,10;0,09;0,10;70,49
66,000;0,238;24,13;0,12;0,06;70,54
66,100;0,296;24,10;0,09;0,09;70,63
66,200;0,533;24,13;0,12;0,28;70,92
66,300;0,313;24,12;0,11;0,10;71,01
66,400;0,253;24,12;0,11;0,06;71,08
66,500;0,292;24,11;0,10;0,09;71,16
66,600;0,530;24,10;0,09;0,28;71,44
66,700;0,346;24,11;0,10;0,12;71,56
66,800;0,248;24,13;0,12;0,06;71,62
66,900;0,256;24,11;0,10;0,07;71,69
67,000;0,397;24,12;0,11;0,16;71,85
67,100;0,510;24,11;0,10;0,26;72,11
67,200;0,297;24,10;0,09;0,09;72,20
67,300;0,226;24,13;0,12;0,05;72,25
67,400;0,304;24,10;0,09;0,09;72,34
67,500;0,525;24,10;0,09;0,28;72,62
67,600;0,324;24,10;0,09;0,10;72,72
67,700;0,271;24,10;0,09;0,07;72,79
67,800;0,324;24,10;0,09;0,10;72,90
67,900;0,530;24,13;0,12;0,28;73,18
68,000;0,299;24,11;0,10;0,09;73,27
68,100;0,295;24,11;0,10;0,09;73,36
68,200;0,213;24,10;0,09;0,05;73,40
68,300;0,399;24,10;0,09;0,16;73,56
68,400;0,504;24,09;0,08;0,25;73,82
68,500;0,292;24,10;0,09;0,09;73,90
68,600;0,248;24,12;0,11;0,06;73,96
68,700;0,212;24,10;0,09;0,05;74,01
68,800;0,474;24,10;0,09;0,22;74,23
68,900;0,351;24,10;0,09;0,12;74,35
69,000;0,301;24,10;0,09;0,09;74,45
69,100;0,274;24,11;0,10;0,08;74,52
69,200;0,403;24,12;0,11;0,16;74,68
69,300;0,496;24,11;0,10;0,25;74,93
69,400;0,258;24,13;0,12;0,07;75,00
69,500;0,279;24,12;0,11;0,08;75,07
69,600;0,302;24,13;0,12;0,09;75,16
69,700;0,517;24,11;0,10;0,27;75,43
69,800;0,327;24,11;0,10;0,11;75,54
69,900;0,295;24,11;0,10;0,09;75,62
70,000;0,271;24,12;0,11;0,07;75,70
70,100;0,493;24,12;0,11;0,24;75,94
70,200;0,375;24,10;0,09;0,14;76,08
70,300;0,319;24,13;0,12;0,10;76,18
70,400;0,205;24,14;0,13;0,04;76,22
70,500;0,223;24,13;0,12;0,05;76,27
70,600;0,536;24,10;0,09;0,29;76,56
70,700;0,285;24,12;0,11;0,08;76,64
70,800;0,285;24,11;0,10;0,08;76,72
70,900;0,343;24,12;0,11;0,12;76,84
71,000;0,543;24,10;0,09;0,30;77,14
71,100;0,303;24,12;0,11;0,09;77,23
71,200;0,302;24,12;0,11;0,09;77,32
71,300;0,254;24,12;0,11;0,06;77,39
71,400;0,486;24,12;0,11;0,24;77,62
71,500;0,401;24,10;0,09;0,16;77,78
71,600;0,337;24,12;0,11;0,11;77,90
71,700;0,227;24,13;0,12;0,05;77,95
71,800;0,397;24,12;0,11;0,16;78,11
71,900;0,496;24,12;0,11;0,25;78,35
72,000;0,293;24,12;0,11;0,09;78,44
72,100;0,258;24,12;0,11;0,07;78,50
72,200;0,335;24,12;0,11;0,11;78,62
72,300;0,485;24,12;0,11;0,23;78,85
72,400;0,316;24,12;0,11;0,10;78,95
72,500;0,286;24,12;0,11;0,08;79,03
72,600;0,276;24,13;0,12;0,08;79,11
72,700;0,484;24,13;0,12;0,23;79,34
72,800;0,374;24,13;0,12;0,14;79,48
72,900;0,321;24,12;0,11;0,10;79,59
73,000;0,226;24,12;0,11;0,05;79,64
73,100;0,385;24,11;0,10;0,15;79,79
73,200;0,480;24,12;0,11;0,23;80,02
73,300;0,365;24,12;0,11;0,13;80,15
73,400;0,265;24,13;0,12;0,07;80,22
73,500;0,276;24,12;0,11;0,08;80,30
73,600;0,496;24,14;0,13;0,25;80,54
73,700;0,299;24,12;0,11;0,09;80,63
73,800;0,326;24,14;0,13;0,11;80,74
73,900;0,253;24,12;0,11;0,06;80,80
74,000;0,491;24,13;0,12;0,24;81,04
74,100;0,378;24,13;0,12;0,14;81,18
74,200;0,341;24,12;0,11;0,12;81,30
74,300;0,264;24,12;0,11;0,07;81,37
74,400;0,411;24,12;0,11;0,17;81,54
74,500;0,468;24,12;0,11;0,22;81,76
74,600;0,334;24,12;0,11;0,11;81,87
74,700;0,252;24,12;0,11;0,06;81,93
74,800;0,318;24,12;0,11;0,10;82,04
74,900;0,512;24,12;0,11;0,26;82,30
75,000;0,271;24,15;0,14;0,07;82,37
75,100;0,308;24,13;0,12;0,09;82,47
75,200;0,289;24,12;0,11;0,08;82,55
75,300;0,521;24,13;0,12;0,27;82,82
75,400;0,307;24,13;0,12;0,09;82,92
75,500;0,289;24,14;0,13;0,08;83,00
75,600;0,228;24,12;0,11;0,05;83,05
75,700;0,416;24,12;0,11;0,17;83,22
75,800;0,515;24,12;0,11;0,27;83,49
75,900;0,285;24,12;0,11;0,08;83,57
76,000;0,249;24,12;0,11;0,06;83,63
76,100;0,294;24,14;0,13;0,09;83,72
76,200;0,521;24,12;0,11;0,27;83,99
76,300;0,274;24,13;0,12;0,07;84,07
76,400;0,276;24,14;0,13;0,08;84,14
76,500;0,246;24,13;0,12;0,06;84,20
76,600;0,467;24,12;0,11;0,22;84,42
76,700;0,463;24,13;0,12;0,21;84,63
76,800;0,296;24,14;0,13;0,09;84,72
76,900;0,223;24,12;0,11;0,05;84,77
77,000;0,270;24,14;0,13;0,07;84,85
77,100;0,514;24,13;0,12;0,26;85,11
77,200;0,281;24,13;0,12;0,08;85,19
77,300;0,274;24,11;0,10;0,08;85,26
77,400;0,172;24,14;0,13;0,03;85,29
77,500;0,049;24,12;0,11;0,00;85,30
77,600;0,195;24,12;0,11;0,04;85,33
77,700;0,347;24,13;0,12;0,12;85,45
77,800;0,397;24,13;0,12;0,16;85,61
77,900;0,220;24,13;0,12;0,05;85,66
78,000;0,276;24,13;0,12;0,08;85,74
78,100;0,345;24,14;0,13;0,12;85,86
78,200;0,527;24,15;0,14;0,28;86,13
78,300;0,304;24,12;0,11;0,09;86,23
78,400;0,249;24,13;0,12;0,06;86,29
78,500;0,229;24,14;0,13;0,05;86,34
78,600;0,464;24,14;0,13;0,21;86,56
78,700;0,427;24,13;0,12;0,18;86,74
78,800;0,280;24,14;0,13;0,08;86,82
78,900;0,231;24,14;0,13;0,05;86,87
79,000;0,342;24,11;0,10;0,12;86,99
79,100;0,463;24,14;0,13;0,21;87,20
79,200;0,284;24,14;0,13;0,08;87,28
79,300;0,232;24,14;0,13;0,05;87,34
79,400;0,328;24,13;0,12;0,11;87,44
79,500;0,485;24,14;0,13;0,24;87,68
79,600;0,444;24,15;0,14;0,20;87,88
79,700;0,234;24,13;0,12;0,05;87,93
79,800;0,270;24,13;0,12;0,07;88,00
79,900;0,407;24,12;0,11;0,17;88,17
80,000;0,484;24,13;0,12;0,23;88,40
80,100;0,272;24,14;0,13;0,07;88,48
80,200;0,255;24,14;0,13;0,07;88,54
80,300;0,329;24,13;0,12;0,11;88,65
80,400;0,494;24,13;0,12;0,24;88,90
80,500;0,380;24,14;0,13;0,14;89,04
80,600;0,265;24,13;0,12;0,07;89,11
80,700;0,287;24,15;0,14;0,08;89,19
80,800;0,432;24,17;0,16;0,19;89,38
80,900;0,427;24,15;0,14;0,18;89,56
81,000;0,327;24,13;0,12;0,11;89,67
81,100;0,276;24,14;0,13;0,08;89,75
81,200;0,371;24,15;0,14;0,14;89,88
81,300;0,483;24,13;0,12;0,23;90,12
81,400;0,319;24,13;0,12;0,10;90,22
81,500;0,252;24,15;0,14;0,06;90,28
81,600;0,405;24,14;0,13;0,16;90,45
81,700;0,504;24,15;0,14;0,25;90,70
81,800;0,291;24,14;0,13;0,08;90,79
81,900;0,251;24,15;0,14;0,06;90,85
82,000;0,319;24,15;0,14;0,10;90,95
82,100;0,453;24,14;0,13;0,21;91,16
82,200;0,412;24,13;0,12;0,17;91,33
82,300;0,267;24,15;0,14;0,07;91,40
82,400;0,282;24,14;0,13;0,08;91,48
82,500;0,378;24,14;0,13;0,14;91,62
82,600;0,482;24,15;0,14;0,23;91,85
82,700;0,280;24,15;0,14;0,08;91,93
82,800;0,237;24,15;0,14;0,06;91,99
82,900;0,237;24,14;0,13;0,06;92,04
83,000;0,493;24,16;0,15;0,24;92,28
83,100;0,383;24,15;0,14;0,15;92,43
83,200;0,274;24,13;0,12;0,07;92,51
83,300;0,222;24,14;0,13;0,05;92,56
83,400;0,285;24,13;0,12;0,08;92,64
83,500;0,495;24,15;0,14;0,25;92,88
83,600;0,216;24,15;0,14;0,05;92,93
83,700;0,305;24,16;0,15;0,09;93,02
83,800;0,313;24,17;0,16;0,10;93,12
83,900;0,484;24,14;0,13;0,23;93,35
84,000;0,443;24,13;0,12;0,20;93,55
84,100;0,275;24,15;0,14;0,08;93,63
84,200;0,225;24,17;0,16;0,05;93,68
84,300;0,420;24,16;0,15;0,18;93,85
84,400;0,497;24,15;0,14;0,25;94,10
84,500;0,282;24,15;0,14;0,08;94,18
84,600;0,272;24,16;0,15;0,07;94,25
84,700;0,341;24,15;0,14;0,12;94,37
84,800;0,483;24,14;0,13;0,23;94,60
84,900;0,335;24,16;0,15;0,11;94,71
85,000;0,256;24,14;0,13;0,07;94,78
85,100;0,247;24,14;0,13;0,06;94,84
85,200;0,400;24,15;0,14;0,16;95,00
85,300;0,446;24,16;0,15;0,20;95,20
85,400;0,289;24,15;0,14;0,08;95,28
85,500;0,222;24,14;0,13;0,05;95,33
85,600;0,232;24,16;0,15;0,05;95,39
85,700;0,432;24,14;0,13;0,19;95,57
85,800;0,460;24,16;0,15;0,21;95,78
85,900;0,248;24,15;0,14;0,06;95,85
86,000;0,245;24,15;0,14;0,06;95,91
86,100;0,357;24,16;0,15;0,13;96,03
86,200;0,510;24,15;0,14;0,26;96,29
86,300;0,297;24,16;0,15;0,09;96,38
86,400;0,244;24,16;0,15;0,06;96,44
86,500;0,267;24,17;0,16;0,07;96,51
86,600;0,437;24,17;0,16;0,19;96,70
86,700;0,417;24,16;0,15;0,17;96,88
86,800;0,282;24,15;0,14;0,08;96,96
86,900;0,202;24,17;0,16;0,04;97,00
87,000;0,276;24,16;0,15;0,08;97,07
87,100;0,451;24,16;0,15;0,20;97,28
87,200;0,374;24,17;0,16;0,14;97,42
87,300;0,314;24,17;0,16;0,10;97,52
87,400;0,241;24,17;0,16;0,06;97,57
87,500;0,261;24,15;0,14;0,07;97,64
87,600;0,480;24,17;0,16;0,23;97,87
87,700;0,220;24,17;0,16;0,05;97,92
87,800;0,350;24,15;0,14;0,12;98,04
87,900;0,223;24,17;0,16;0,05;98,09
88,000;0,519;24,18;0,17;0,27;98,36
88,100;0,464;24,16;0,15;0,22;98,58
88,200;0,293;24,16;0,15;0,09;98,66
88,300;0,233;24,17;0,16;0,05;98,72
88,400;0,407;24,14;0,13;0,17;98,88
88,500;0,485;24,16;0,15;0,24;99,12
88,600;0,320;24,16;0,15;0,10;99,22
88,700;0,255;24,16;0,15;0,07;99,29
88,800;0,346;24,17;0,16;0,12;99,41
88,900;0,441;24,17;0,16;0,19;99,60
89,000;0,411;24,17;0,16;0,17;99,77
89,100;0,197;24,16;0,15;0,04;99,81
89,200;0,274;24,15;0,14;0,08;99,88
89,300;0,446;24,16;0,15;0,20;100,08
89,400;0,502;24,16;0,15;0,25;100,34
89,500;0,217;24,17;0,16;0,05;100,38
89,600;0,236;24,16;0,15;0,06;100,44
89,700;0,389;24,16;0,15;0,15;100,59
89,800;0,494;24,18;0,17;0,24;100,83
89,900;0,329;24,16;0,15;0,11;100,94
90,000;0,218;24,15;0,14;0,05;100,99
90,100;0,305;24,17;0,16;0,09;101,08
90,200;0,427;24,17;0,16;0,18;101,26
90,300;0,424;24,16;0,15;0,18;101,44
90,400;0,336;24,15;0,14;0,11;101,56
90,500;0,225;24,14;0,13;0,05;101,61
90,600;0,416;24,18;0,17;0,17;101,78
90,700;0,488;24,17;0,16;0,24;102,02
90,800;0,328;24,16;0,15;0,11;102,13
90,900;0,267;24,17;0,16;0,07;102,20
91,000;0,269;24,15;0,14;0,07;102,27
91,100;0,463;24,17;0,16;0,21;102,48
91,200;0,323;24,18;0,17;0,10;102,59
91,300;0,295;24,17;0,16;0,09;102,68
91,400;0,223;24,18;0,17;0,05;102,73
91,500;0,229;24,17;0,16;0,05;102,78
91,600;0,447;24,16;0,15;0,20;102,98
91,700;0,319;24,17;0,16;0,10;103,08
91,800;0,252;24,17;0,16;0,06;103,14
91,900;0,362;24,17;0,16;0,13;103,27
92,000;0,477;24,17;0,16;0,23;103,50
92,100;0,441;24,17;0,16;0,19;103,70
92,200;0,259;24,17;0,16;0,07;103,76
92,300;0,320;24,17;0,16;0,10;103,87
92,400;0,433;24,17;0,16;0,19;104,05
92,500;0,477;24,17;0,16;0,23;104,28
92,600;0,289;24,19;0,18;0,08;104,36
92,700;0,302;24,18;0,17;0,09;104,46
92,800;0,312;24,17;0,16;0,10;104,55
92,900;0,507;24,19;0,18;0,26;104,81
93,000;0,302;24,17;0,16;0,09;104,90
93,100;0,285;24,16;0,15;0,08;104,98
93,200;0,280;24,17;0,16;0,08;105,06
93,300;0,457;24,16;0,15;0,21;105,27
93,400;0,385;24,18;0,17;0,15;105,42
93,500;0,244;24,17;0,16;0,06;105,48
93,600;0,235;24,17;0,16;0,06;105,53
93,700;0,171;24,18;0,17;0,03;105,56
93,800;0,445;24,15;0,14;0,20;105,76
93,900;0,399;24,18;0,17;0,16;105,92
94,000;0,186;24,17;0,16;0,03;105,96
94,100;0,305;24,17;0,16;0,09;106,05
94,200;0,344;24,18;0,17;0,12;106,17
94,300;0,501;24,17;0,16;0,25;106,42
94,400;0,308;24,18;0,17;0,09;106,51
94,500;0,300;24,19;0,18;0,09;106,60
94,600;0,347;24,17;0,16;0,12;106,72
94,700;0,517;24,17;0,16;0,27;106,99
94,800;0,315;24,19;0,18;0,10;107,09
94,900;0,249;24,18;0,17;0,06;107,15
95,000;0,270;24,19;0,18;0,07;107,22
95,100;0,425;24,19;0,18;0,18;107,41
95,200;0,445;24,19;0,18;0,20;107,60
95,300;0,264;24,19;0,18;0,07;107,67
95,400;0,299;24,17;0,16;0,09;107,76
95,500;0,349;24,18;0,17;0,12;107,88
95,600;0,490;24,18;0,17;0,24;108,13
95,700;0,258;24,19;0,18;0,07;108,19
95,800;0,281;24,17;0,16;0,08;108,27
95,900;0,224;24,17;0,16;0,05;108,32
96,000;0,346;24,18;0,17;0,12;108,44
96,100;0,454;24,18;0,17;0,21;108,65
96,200;0,261;24,19;0,18;0,07;108,71
96,300;0,254;24,18;0,17;0,06;108,78
96,400;0,286;24,17;0,16;0,08;108,86
96,500;0,462;24,18;0,17;0,21;109,07
96,600;0,346;24,18;0,17;0,12;109,19
96,700;0,286;24,18;0,17;0,08;109,28
96,800;0,346;24,20;0,19;0,12;109,40
96,900;0,503;24,19;0,18;0,25;109,65
97,000;0,386;24,18;0,17;0,15;109,80
97,100;0,277;24,19;0,18;0,08;109,87
97,200;0,294;24,19;0,18;0,09;109,96
97,300;0,452;24,20;0,19;0,20;110,17
97,400;0,469;24,17;0,16;0,22;110,39
97,500;0,258;24,19;0,18;0,07;110,45
97,600;0,293;24,18;0,17;0,09;110,54
97,700;0,423;24,20;0,19;0,18;110,72
97,800;0,484;24,18;0,17;0,23;110,95
97,900;0,261;24,19;0,18;0,07;111,02
98,000;0,312;24,20;0,19;0,10;111,12
98,100;0,348;24,19;0,18;0,12;111,24
98,200;0,500;24,19;0,18;0,25;111,49
98,300;0,311;24,19;0,18;0,10;111,58
98,400;0,290;24,19;0,18;0,08;111,67
98,500;0,356;24,18;0,17;0,13;111,80
98,600;0,528;24,19;0,18;0,28;112,07
98,700;0,273;24,19;0,18;0,07;112,15
98,800;0,283;24,19;0,18;0,08;112,23
98,900;0,321;24,19;0,18;0,10;112,33
99,000;0,495;24,19;0,18;0,24;112,58
99,100;0,356;24,19;0,18;0,13;112,70
99,200;0,258;24,19;0,18;0,07;112,77
99,300;0,279;24,19;0,18;0,08;112,85
99,400;0,441;24,19;0,18;0,19;113,04
99,500;0,458;24,21;0,20;0,21;113,25
99,600;0,301;24,20;0,19;0,09;113,34
99,700;0,293;24,21;0,20;0,09;113,43
99,800;0,411;24,18;0,17;0,17;113,60
99,900;0,500;24,21;0,20;0,25;113,85
100,000;0,241;24,19;0,18;0,06;113,91
100,100;0,294;24,20;0,19;0,09;113,99
100,200;0,314;24,21;0,20;0,10;114,09
100,300;0,519;24,20;0,19;0,27;114,36
100,400;0,307;24,21;0,20;0,09;114,45
100,500;0,244;24,20;0,19;0,06;114,51
100,600;0,250;24,20;0,19;0,06;114,58
100,700;0,390;24,20;0,19;0,15;114,73
100,800;0,460;24,21;0,20;0,21;114,94
100,900;0,241;24,21;0,20;0,06;115,00
101,000;0,306;24,23;0,21;0,09;115,09
101,100;0,359;24,21;0,20;0,13;115,22
101,200;0,501;24,21;0,20;0,25;115,47
101,300;0,326;24,20;0,19;0,11;115,58
101,400;0,263;24,20;0,19;0,07;115,65
101,500;0,249;24,21;0,20;0,06;115,71
101,600;0,286;24,20;0,19;0,08;115,79
101,700;0,502;24,20;0,19;0,25;116,04
101,800;0,268;24,21;0,20;0,07;116,12
101,900;0,250;24,21;0,20;0,06;116,18
102,000;0,256;24,19;0,18;0,07;116,24
102,100;0,469;24,20;0,19;0,22;116,46
102,200;0,368;24,20;0,19;0,14;116,60
102,300;0,236;24,21;0,20;0,06;116,65
102,400;0,274;24,21;0,20;0,08;116,73
102,500;0,394;24,23;0,21;0,16;116,89
102,600;0,523;24,19;0,18;0,27;117,16
102,700;0,288;24,19;0,18;0,08;117,24
102,800;0,264;24,21;0,20;0,07;117,31
102,900;0,278;24,19;0,18;0,08;117,39
103,000;0,533;24,23;0,21;0,28;117,67
103,100;0,302;24,23;0,21;0,09;117,76
103,200;0,243;24,21;0,20;0,06;117,82
103,300;0,275;24,23;0,21;0,08;117,90
103,400;0,370;24,23;0,21;0,14;118,04
103,500;0,522;24,21;0,20;0,27;118,31
103,600;0,199;24,23;0,21;0,04;118,35
103,700;0,260;24,23;0,21;0,07;118,42
103,800;0,121;24,21;0,20;0,01;118,43
103,900;-0,004;24,23;0,21;1,40E-5;118,43
104,000;0,178;24,20;0,19;0,03;118,46
104,100;0,374;24,21;0,20;0,14;118,60
104,200;0,435;24,21;0,20;0,19;118,79
104,300;0,238;24,21;0,20;0,06;118,85
104,400;0,338;24,21;0,20;0,11;118,96
104,500;0,468;24,23;0,21;0,22;119,18
104,600;0,489;24,21;0,20;0,24;119,42
104,700;0,198;24,20;0,19;0,04;119,46
104,800;0,326;24,23;0,21;0,11;119,57
104,900;0,419;24,21;0,20;0,18;119,74
105,000;0,514;24,24;0,23;0,26;120,01
105,100;0,249;24,21;0,20;0,06;120,07
105,200;0,312;24,24;0,23;0,10;120,17
105,300;0,356;24,21;0,20;0,13;120,29
105,400;0,511;24,23;0,21;0,26;120,55
105,500;0,284;24,23;0,21;0,08;120,63
105,600;0,274;24,23;0,21;0,07;120,71
105,700;0,229;24,23;0,21;0,05;120,76
105,800;0,212;24,21;0,20;0,04;120,81
105,900;0,520;24,23;0,21;0,27;121,08
106,000;0,251;24,21;0,20;0,06;121,14
106,100;0,211;24,24;0,23;0,04;121,18
106,200;0,308;24,24;0,23;0,09;121,28
106,300;0,470;24,21;0,20;0,22;121,50
106,400;0,412;24,21;0,20;0,17;121,67
106,500;0,227;24,21;0,20;0,05;121,72
106,600;0,291;24,21;0,20;0,08;121,81
106,700;0,400;24,21;0,20;0,16;121,97
106,800;0,529;24,25;0,24;0,28;122,24
106,900;0,299;24,21;0,20;0,09;122,33
107,000;0,295;24,26;0,25;0,09;122,42
107,100;0,402;24,25;0,24;0,16;122,58
107,200;0,544;24,21;0,20;0,30;122,88
107,300;0,256;24,23;0,21;0,07;122,94
107,400;0,326;24,24;0,23;0,11;123,05
107,500;0,429;24,24;0,23;0,18;123,23
107,600;0,519;24,25;0,24;0,27;123,50
107,700;0,229;24,24;0,23;0,05;123,56
107,800;0,287;24,21;0,20;0,08;123,64
107,900;0,338;24,23;0,21;0,11;123,75
108,000;0,467;24,23;0,21;0,22;123,97
108,100;0,335;24,21;0,20;0,11;124,08
108,200;0,270;24,24;0,23;0,07;124,16
108,300;0,326;24,21;0,20;0,11;124,26
108,400;0,401;24,23;0,21;0,16;124,42
108,500;0,488;24,25;0,24;0,24;124,66
108,600;0,238;24,25;0,24;0,06;124,72
108,700;0,262;24,25;0,24;0,07;124,79
108,800;0,272;24,26;0,25;0,07;124,86
108,900;0,472;24,23;0,21;0,22;125,08
109,000;0,262;24,23;0,21;0,07;125,15
109,100;0,294;24,26;0,25;0,09;125,24
109,200;0,288;24,25;0,24;0,08;125,32
109,300;0,426;24,25;0,24;0,18;125,50
109,400;0,474;24,25;0,24;0,22;125,73
109,500;0,274;24,26;0,25;0,08;125,80
109,600;0,281;24,24;0,23;0,08;125,88
109,700;0,341;24,24;0,23;0,12;126,00
109,800;0,500;24,23;0,21;0,25;126,25
109,900;0,239;24,24;0,23;0,06;126,31
110,000;0,276;24,24;0,23;0,08;126,38
110,100;0,287;24,24;0,23;0,08;126,46
110,200;0,464;24,26;0,25;0,22;126,68
110,300;0,402;24,24;0,23;0,16;126,84
110,400;0,288;24,25;0,24;0,08;126,92
110,500;0,287;24,25;0,24;0,08;127,01
110,600;0,405;24,26;0,25;0,16;127,17
110,700;0,441;24,23;0,21;0,19;127,36
110,800;0,267;24,27;0,26;0,07;127,44
110,900;0,284;24,24;0,23;0,08;127,52
111,000;0,349;24,26;0,25;0,12;127,64
111,100;0,477;24,26;0,25;0,23;127,87
111,200;0,283;24,24;0,23;0,08;127,95
111,300;0,312;24,25;0,24;0,10;128,04
111,400;0,314;24,24;0,23;0,10;128,14
111,500;0,429;24,27;0,26;0,18;128,33
111,600;0,439;24,25;0,24;0,19;128,52
111,700;0,311;24,26;0,25;0,10;128,61
111,800;0,257;24,25;0,24;0,07;128,68
